GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Guavaberry: A collection of Java libraries on hand,org.guavaberry.collections,DefaultHashMap,0,57,0,2,0,21,0,6,0,5
